event_id,timestamp,gateway,user,src_ip,assigned_ip,action,result,mfa,geo,device_id,raw
vpn-20260706-005248,2026-07-02T14:46:26+08:00,vpn-gw-01,wang.mei,203.0.113.100,10.20.25.230,logout,success,passed,CN-Beijing,dev-8784,vpn user=wang.mei result=success
vpn-20260706-009587,2026-07-02T14:46:28+08:00,vpn-gw-01,liu.qiang,192.0.2.127,10.20.25.224,logout,success,passed,CN-Hangzhou,dev-1659,vpn user=liu.qiang result=success
vpn-20260706-002281,2026-07-02T14:47:30+08:00,vpn-gw-01,liu.qiang,203.0.113.58,10.20.25.57,login,success,passed,JP-Tokyo,dev-5422,vpn user=liu.qiang result=success
vpn-20260706-003239,2026-07-02T14:47:43+08:00,vpn-gw-01,wang.mei,203.0.113.203,10.20.25.22,reauth,success,passed,CN-Hangzhou,dev-4969,vpn user=wang.mei result=success
vpn-20260706-003253,2026-07-02T14:47:45+08:00,vpn-gw-01,admin.li,192.0.2.76,10.20.25.58,login,success,passed,CN-Hangzhou,dev-3074,vpn user=admin.li result=success
vpn-20260706-001240,2026-07-02T14:48:30+08:00,vpn-gw-01,zhang.wei,198.51.100.105,10.20.25.108,login,success,passed,SG-Singapore,dev-3712,vpn user=zhang.wei result=success
vpn-20260706-009966,2026-07-02T14:49:18+08:00,vpn-gw-01,zhang.wei,198.51.100.73,10.20.25.55,login,success,passed,SG-Singapore,dev-4353,vpn user=zhang.wei result=success
vpn-20260706-014571,2026-07-02T14:49:43+08:00,vpn-gw-01,wang.mei,198.51.100.27,10.20.25.33,login,success,passed,JP-Tokyo,dev-2105,vpn user=wang.mei result=success
vpn-20260706-009153,2026-07-02T14:50:03+08:00,vpn-gw-01,wang.mei,192.0.2.77,10.20.25.50,logout,success,passed,CN-Shanghai,dev-3008,vpn user=wang.mei result=success
vpn-20260706-007287,2026-07-02T14:51:35+08:00,vpn-gw-01,wang.mei,192.0.2.122,10.20.25.106,logout,success,passed,CN-Beijing,dev-9884,vpn user=wang.mei result=success
vpn-20260706-009832,2026-07-02T14:51:40+08:00,vpn-gw-01,admin.li,192.0.2.46,10.20.25.182,reauth,success,passed,SG-Singapore,dev-3151,vpn user=admin.li result=success
vpn-20260706-010219,2026-07-02T14:52:10+08:00,vpn-gw-01,chen.yu,192.0.2.97,10.20.25.148,reauth,success,passed,SG-Singapore,dev-4835,vpn user=chen.yu result=success
vpn-20260706-007500,2026-07-02T14:52:15+08:00,vpn-gw-01,svc_backup,192.0.2.98,10.20.25.40,reauth,success,passed,CN-Shanghai,dev-8211,vpn user=svc_backup result=success
vpn-20260706-009836,2026-07-02T14:52:33+08:00,vpn-gw-01,svc_backup,198.51.100.213,10.20.25.48,reauth,success,passed,CN-Hangzhou,dev-3957,vpn user=svc_backup result=success
vpn-20260706-007301,2026-07-02T14:53:32+08:00,vpn-gw-01,chen.yu,192.0.2.32,10.20.25.163,reauth,success,passed,CN-Hangzhou,dev-4244,vpn user=chen.yu result=success
vpn-20260706-006616,2026-07-02T14:54:15+08:00,vpn-gw-01,wang.mei,198.51.100.143,10.20.25.181,reauth,success,passed,CN-Hangzhou,dev-1145,vpn user=wang.mei result=success
vpn-20260706-006271,2026-07-02T14:54:36+08:00,vpn-gw-01,zhang.wei,203.0.113.173,10.20.25.219,logout,success,passed,SG-Singapore,dev-2499,vpn user=zhang.wei result=success
vpn-20260706-009236,2026-07-02T14:54:42+08:00,vpn-gw-01,admin.li,203.0.113.45,10.20.25.113,reauth,success,passed,SG-Singapore,dev-7074,vpn user=admin.li result=success
vpn-20260706-001571,2026-07-02T14:54:48+08:00,vpn-gw-01,zhang.wei,192.0.2.160,,login,failed,timeout,CN-Shanghai,dev-2573,vpn user=zhang.wei result=failed
vpn-20260706-002209,2026-07-02T14:55:07+08:00,vpn-gw-01,svc_backup,203.0.113.50,10.20.25.109,login,success,passed,CN-Shenzhen,dev-2197,vpn user=svc_backup result=success
vpn-20260706-015725,2026-07-02T14:55:11+08:00,vpn-gw-01,liu.qiang,203.0.113.91,10.20.25.157,login,success,passed,JP-Tokyo,dev-6992,vpn user=liu.qiang result=success
vpn-20260706-002682,2026-07-02T14:55:35+08:00,vpn-gw-01,chen.yu,203.0.113.175,10.20.25.142,login,success,passed,CN-Hangzhou,dev-2108,vpn user=chen.yu result=success
vpn-20260706-002060,2026-07-02T14:56:13+08:00,vpn-gw-01,admin.li,203.0.113.234,10.20.25.34,login,success,passed,SG-Singapore,dev-9879,vpn user=admin.li result=success
vpn-20260706-008770,2026-07-02T14:56:22+08:00,vpn-gw-01,admin.li,203.0.113.94,10.20.25.28,reauth,success,passed,CN-Shanghai,dev-1446,vpn user=admin.li result=success
vpn-20260706-007982,2026-07-02T14:56:53+08:00,vpn-gw-01,admin.li,198.51.100.189,,login,failed,failed,CN-Beijing,dev-9565,vpn user=admin.li result=failed
vpn-20260706-014125,2026-07-02T14:56:59+08:00,vpn-gw-01,liu.qiang,203.0.113.226,10.20.25.230,logout,success,passed,CN-Hangzhou,dev-5876,vpn user=liu.qiang result=success
vpn-20260706-015767,2026-07-02T14:57:13+08:00,vpn-gw-01,liu.qiang,198.51.100.134,10.20.25.237,reauth,success,passed,JP-Tokyo,dev-9642,vpn user=liu.qiang result=success
vpn-20260706-001502,2026-07-02T14:57:16+08:00,vpn-gw-01,liu.qiang,203.0.113.84,10.20.25.65,logout,success,passed,SG-Singapore,dev-4466,vpn user=liu.qiang result=success
vpn-20260706-014041,2026-07-02T14:57:48+08:00,vpn-gw-01,admin.li,192.0.2.154,10.20.25.197,logout,success,passed,CN-Beijing,dev-6390,vpn user=admin.li result=success
vpn-20260706-000574,2026-07-02T14:57:54+08:00,vpn-gw-01,liu.qiang,203.0.113.211,10.20.25.128,logout,success,passed,CN-Beijing,dev-5358,vpn user=liu.qiang result=success
vpn-20260706-008401,2026-07-02T14:57:57+08:00,vpn-gw-01,wang.mei,203.0.113.18,10.20.25.45,reauth,success,passed,CN-Hangzhou,dev-8467,vpn user=wang.mei result=success
vpn-20260706-005980,2026-07-02T14:59:39+08:00,vpn-gw-01,svc_backup,192.0.2.51,10.20.25.48,reauth,success,passed,SG-Singapore,dev-3718,vpn user=svc_backup result=success
vpn-20260706-013717,2026-07-02T15:00:12+08:00,vpn-gw-01,chen.yu,203.0.113.53,10.20.25.187,login,success,passed,CN-Hangzhou,dev-5262,vpn user=chen.yu result=success
vpn-20260706-000517,2026-07-02T15:01:49+08:00,vpn-gw-01,svc_backup,203.0.113.87,10.20.25.164,reauth,success,passed,JP-Tokyo,dev-9357,vpn user=svc_backup result=success
vpn-20260706-007634,2026-07-02T15:02:00+08:00,vpn-gw-01,liu.qiang,192.0.2.149,10.20.25.206,login,success,passed,SG-Singapore,dev-6725,vpn user=liu.qiang result=success
vpn-20260706-013041,2026-07-02T15:02:02+08:00,vpn-gw-01,admin.li,198.51.100.129,10.20.25.34,reauth,success,passed,CN-Shanghai,dev-9256,vpn user=admin.li result=success
vpn-20260706-010665,2026-07-02T15:03:50+08:00,vpn-gw-01,zhang.wei,203.0.113.240,10.20.25.91,reauth,success,passed,JP-Tokyo,dev-1888,vpn user=zhang.wei result=success
vpn-20260706-006205,2026-07-02T15:04:27+08:00,vpn-gw-01,svc_backup,192.0.2.214,10.20.25.71,login,success,passed,CN-Shanghai,dev-5060,vpn user=svc_backup result=success
vpn-20260706-000277,2026-07-02T15:04:29+08:00,vpn-gw-01,liu.qiang,198.51.100.238,10.20.25.28,reauth,success,passed,SG-Singapore,dev-1126,vpn user=liu.qiang result=success
vpn-20260706-001824,2026-07-02T15:04:54+08:00,vpn-gw-01,zhang.wei,192.0.2.31,10.20.25.181,reauth,success,passed,JP-Tokyo,dev-8635,vpn user=zhang.wei result=success
vpn-20260706-004597,2026-07-02T15:05:01+08:00,vpn-gw-01,svc_backup,198.51.100.200,10.20.25.41,logout,success,passed,CN-Beijing,dev-6558,vpn user=svc_backup result=success
vpn-20260706-012769,2026-07-02T15:05:47+08:00,vpn-gw-01,wang.mei,203.0.113.143,10.20.25.55,reauth,success,passed,CN-Beijing,dev-3184,vpn user=wang.mei result=success
vpn-20260706-014874,2026-07-02T15:06:54+08:00,vpn-gw-01,svc_backup,203.0.113.15,10.20.25.105,logout,success,passed,SG-Singapore,dev-9347,vpn user=svc_backup result=success
vpn-20260706-002518,2026-07-02T15:07:24+08:00,vpn-gw-01,chen.yu,192.0.2.53,,login,failed,timeout,CN-Shenzhen,dev-6746,vpn user=chen.yu result=failed
vpn-20260706-011810,2026-07-02T15:08:27+08:00,vpn-gw-01,chen.yu,198.51.100.240,,logout,failed,failed,CN-Beijing,dev-5996,vpn user=chen.yu result=failed
vpn-20260706-002084,2026-07-02T15:09:51+08:00,vpn-gw-01,chen.yu,192.0.2.226,10.20.25.165,reauth,success,passed,CN-Beijing,dev-1744,vpn user=chen.yu result=success
vpn-20260706-013638,2026-07-02T15:09:53+08:00,vpn-gw-01,svc_backup,198.51.100.123,10.20.25.41,login,success,passed,CN-Shanghai,dev-1585,vpn user=svc_backup result=success
vpn-20260706-001910,2026-07-02T15:10:05+08:00,vpn-gw-01,zhang.wei,192.0.2.176,10.20.25.152,reauth,success,passed,CN-Beijing,dev-4542,vpn user=zhang.wei result=success
vpn-20260706-001080,2026-07-02T15:10:24+08:00,vpn-gw-01,zhang.wei,198.51.100.236,10.20.25.219,login,success,passed,SG-Singapore,dev-5059,vpn user=zhang.wei result=success
vpn-20260706-005502,2026-07-02T15:10:57+08:00,vpn-gw-01,svc_backup,192.0.2.177,10.20.25.78,logout,success,passed,CN-Shenzhen,dev-1382,vpn user=svc_backup result=success
vpn-20260706-008736,2026-07-02T15:11:29+08:00,vpn-gw-01,zhang.wei,198.51.100.177,10.20.25.108,logout,success,passed,CN-Shanghai,dev-5782,vpn user=zhang.wei result=success
vpn-20260706-015626,2026-07-02T15:12:16+08:00,vpn-gw-01,wang.mei,198.51.100.238,10.20.25.60,logout,success,passed,CN-Beijing,dev-3310,vpn user=wang.mei result=success
vpn-20260706-012041,2026-07-02T15:12:38+08:00,vpn-gw-01,liu.qiang,192.0.2.164,10.20.25.41,logout,success,passed,JP-Tokyo,dev-4342,vpn user=liu.qiang result=success
vpn-20260706-002161,2026-07-02T15:13:21+08:00,vpn-gw-01,chen.yu,192.0.2.146,10.20.25.186,reauth,success,passed,CN-Hangzhou,dev-6595,vpn user=chen.yu result=success
vpn-20260706-010946,2026-07-02T15:14:19+08:00,vpn-gw-01,chen.yu,198.51.100.153,10.20.25.77,logout,success,passed,SG-Singapore,dev-9899,vpn user=chen.yu result=success
vpn-20260706-007543,2026-07-02T15:14:46+08:00,vpn-gw-01,chen.yu,203.0.113.163,10.20.25.189,logout,success,passed,CN-Beijing,dev-7210,vpn user=chen.yu result=success
vpn-20260706-004577,2026-07-02T15:15:44+08:00,vpn-gw-01,chen.yu,203.0.113.66,10.20.25.131,reauth,success,passed,CN-Shenzhen,dev-7915,vpn user=chen.yu result=success
vpn-20260706-002906,2026-07-02T15:16:39+08:00,vpn-gw-01,admin.li,192.0.2.171,10.20.25.100,login,success,passed,CN-Shanghai,dev-4086,vpn user=admin.li result=success
vpn-20260706-003420,2026-07-02T15:17:15+08:00,vpn-gw-01,svc_backup,203.0.113.55,10.20.25.139,login,success,passed,SG-Singapore,dev-4995,vpn user=svc_backup result=success
vpn-20260706-012589,2026-07-02T15:18:10+08:00,vpn-gw-01,svc_backup,192.0.2.81,10.20.25.43,login,success,passed,SG-Singapore,dev-8564,vpn user=svc_backup result=success
vpn-20260706-000182,2026-07-02T15:18:42+08:00,vpn-gw-01,svc_backup,203.0.113.51,10.20.25.131,logout,success,passed,CN-Beijing,dev-1342,vpn user=svc_backup result=success
vpn-20260706-001835,2026-07-02T15:18:57+08:00,vpn-gw-01,wang.mei,192.0.2.19,10.20.25.229,reauth,success,passed,SG-Singapore,dev-9021,vpn user=wang.mei result=success
vpn-20260706-004243,2026-07-02T15:18:57+08:00,vpn-gw-01,svc_backup,198.51.100.110,,reauth,failed,failed,SG-Singapore,dev-8944,vpn user=svc_backup result=failed
vpn-20260706-014991,2026-07-02T15:19:25+08:00,vpn-gw-01,svc_backup,203.0.113.207,10.20.25.221,reauth,success,passed,CN-Shenzhen,dev-5512,vpn user=svc_backup result=success
vpn-20260706-011145,2026-07-02T15:21:33+08:00,vpn-gw-01,zhang.wei,198.51.100.110,10.20.25.170,logout,success,passed,CN-Hangzhou,dev-9041,vpn user=zhang.wei result=success
vpn-20260706-007318,2026-07-02T15:21:50+08:00,vpn-gw-01,wang.mei,192.0.2.177,10.20.25.89,reauth,success,passed,SG-Singapore,dev-5698,vpn user=wang.mei result=success
vpn-20260706-011418,2026-07-02T15:21:53+08:00,vpn-gw-01,admin.li,203.0.113.202,10.20.25.149,logout,success,passed,JP-Tokyo,dev-6116,vpn user=admin.li result=success
vpn-20260706-012325,2026-07-02T15:22:19+08:00,vpn-gw-01,chen.yu,192.0.2.217,10.20.25.183,logout,success,passed,CN-Shenzhen,dev-4309,vpn user=chen.yu result=success
vpn-20260706-008682,2026-07-02T15:22:55+08:00,vpn-gw-01,admin.li,198.51.100.180,10.20.25.232,reauth,success,passed,CN-Beijing,dev-2572,vpn user=admin.li result=success
vpn-20260706-015073,2026-07-02T15:23:18+08:00,vpn-gw-01,wang.mei,198.51.100.74,10.20.25.213,login,success,passed,SG-Singapore,dev-2462,vpn user=wang.mei result=success
vpn-20260706-012340,2026-07-02T15:24:30+08:00,vpn-gw-01,zhang.wei,198.51.100.176,10.20.25.200,reauth,success,passed,SG-Singapore,dev-4937,vpn user=zhang.wei result=success
vpn-20260706-010165,2026-07-02T15:24:45+08:00,vpn-gw-01,svc_backup,192.0.2.15,,reauth,failed,timeout,CN-Shanghai,dev-4823,vpn user=svc_backup result=failed
vpn-20260706-011412,2026-07-02T15:25:11+08:00,vpn-gw-01,wang.mei,192.0.2.195,10.20.25.69,login,success,passed,CN-Shenzhen,dev-1068,vpn user=wang.mei result=success
vpn-20260706-013793,2026-07-02T15:25:23+08:00,vpn-gw-01,svc_backup,198.51.100.221,10.20.25.42,reauth,success,passed,SG-Singapore,dev-8068,vpn user=svc_backup result=success
vpn-20260706-000207,2026-07-02T15:25:50+08:00,vpn-gw-01,liu.qiang,192.0.2.180,10.20.25.18,logout,success,passed,JP-Tokyo,dev-5030,vpn user=liu.qiang result=success
vpn-20260706-005775,2026-07-02T15:26:02+08:00,vpn-gw-01,zhang.wei,198.51.100.135,10.20.25.152,reauth,success,passed,CN-Hangzhou,dev-8625,vpn user=zhang.wei result=success
vpn-20260706-007638,2026-07-02T15:27:02+08:00,vpn-gw-01,wang.mei,192.0.2.214,10.20.25.98,reauth,success,passed,JP-Tokyo,dev-9552,vpn user=wang.mei result=success
vpn-20260706-006274,2026-07-02T15:27:34+08:00,vpn-gw-01,svc_backup,203.0.113.28,10.20.25.213,reauth,success,passed,CN-Beijing,dev-3690,vpn user=svc_backup result=success
vpn-20260706-012620,2026-07-02T15:28:02+08:00,vpn-gw-01,svc_backup,203.0.113.53,10.20.25.217,login,success,passed,JP-Tokyo,dev-6457,vpn user=svc_backup result=success
vpn-20260706-012102,2026-07-02T15:28:57+08:00,vpn-gw-01,wang.mei,203.0.113.209,10.20.25.156,logout,success,passed,CN-Beijing,dev-8868,vpn user=wang.mei result=success
vpn-20260706-009299,2026-07-02T15:29:19+08:00,vpn-gw-01,chen.yu,203.0.113.112,10.20.25.177,reauth,success,passed,SG-Singapore,dev-5629,vpn user=chen.yu result=success
vpn-20260706-006557,2026-07-02T15:30:05+08:00,vpn-gw-01,wang.mei,198.51.100.124,10.20.25.237,login,success,passed,CN-Shenzhen,dev-8846,vpn user=wang.mei result=success
vpn-20260706-004943,2026-07-02T15:30:24+08:00,vpn-gw-01,zhang.wei,192.0.2.229,10.20.25.45,login,success,passed,CN-Hangzhou,dev-5181,vpn user=zhang.wei result=success
vpn-20260706-008398,2026-07-02T15:31:16+08:00,vpn-gw-01,liu.qiang,192.0.2.108,10.20.25.228,reauth,success,passed,SG-Singapore,dev-2955,vpn user=liu.qiang result=success
vpn-20260706-007010,2026-07-02T15:31:20+08:00,vpn-gw-01,chen.yu,192.0.2.61,10.20.25.39,login,success,passed,CN-Hangzhou,dev-9546,vpn user=chen.yu result=success
vpn-20260706-012522,2026-07-02T15:31:37+08:00,vpn-gw-01,wang.mei,192.0.2.184,10.20.25.112,login,success,passed,CN-Beijing,dev-4025,vpn user=wang.mei result=success
vpn-20260706-001558,2026-07-02T15:31:53+08:00,vpn-gw-01,svc_backup,198.51.100.234,10.20.25.182,reauth,success,passed,JP-Tokyo,dev-1776,vpn user=svc_backup result=success
vpn-20260706-001589,2026-07-02T15:31:53+08:00,vpn-gw-01,svc_backup,203.0.113.238,10.20.25.125,login,success,passed,CN-Shenzhen,dev-2810,vpn user=svc_backup result=success
vpn-20260706-005486,2026-07-02T15:32:14+08:00,vpn-gw-01,liu.qiang,192.0.2.182,10.20.25.199,reauth,success,passed,CN-Shenzhen,dev-8395,vpn user=liu.qiang result=success
vpn-20260706-006072,2026-07-02T15:32:18+08:00,vpn-gw-01,chen.yu,192.0.2.190,10.20.25.184,login,success,passed,JP-Tokyo,dev-3454,vpn user=chen.yu result=success
vpn-20260706-013510,2026-07-02T15:33:04+08:00,vpn-gw-01,svc_backup,198.51.100.40,10.20.25.21,login,success,passed,CN-Beijing,dev-4149,vpn user=svc_backup result=success
vpn-20260706-014902,2026-07-02T15:33:19+08:00,vpn-gw-01,chen.yu,198.51.100.144,10.20.25.180,login,success,passed,CN-Shanghai,dev-3189,vpn user=chen.yu result=success
vpn-20260706-004745,2026-07-02T15:33:49+08:00,vpn-gw-01,admin.li,203.0.113.174,10.20.25.213,login,success,passed,CN-Beijing,dev-7347,vpn user=admin.li result=success
vpn-20260706-000341,2026-07-02T15:34:19+08:00,vpn-gw-01,chen.yu,198.51.100.221,10.20.25.170,login,success,passed,CN-Shanghai,dev-3089,vpn user=chen.yu result=success
vpn-20260706-004656,2026-07-02T15:34:57+08:00,vpn-gw-01,svc_backup,203.0.113.82,10.20.25.161,reauth,success,passed,JP-Tokyo,dev-6945,vpn user=svc_backup result=success
vpn-20260706-012912,2026-07-02T15:35:26+08:00,vpn-gw-01,zhang.wei,198.51.100.211,10.20.25.47,logout,success,passed,CN-Shanghai,dev-4285,vpn user=zhang.wei result=success
vpn-20260706-014423,2026-07-02T15:35:45+08:00,vpn-gw-01,svc_backup,192.0.2.84,10.20.25.26,reauth,success,passed,CN-Hangzhou,dev-4748,vpn user=svc_backup result=success
vpn-20260706-000622,2026-07-02T15:36:06+08:00,vpn-gw-01,liu.qiang,198.51.100.228,10.20.25.226,reauth,success,passed,SG-Singapore,dev-6545,vpn user=liu.qiang result=success
vpn-20260706-008653,2026-07-02T15:36:24+08:00,vpn-gw-01,admin.li,198.51.100.92,10.20.25.43,login,success,passed,CN-Hangzhou,dev-8203,vpn user=admin.li result=success
vpn-20260706-004504,2026-07-02T15:36:25+08:00,vpn-gw-01,wang.mei,203.0.113.129,10.20.25.84,reauth,success,passed,CN-Shenzhen,dev-5908,vpn user=wang.mei result=success
vpn-20260706-013282,2026-07-02T15:36:34+08:00,vpn-gw-01,chen.yu,192.0.2.66,10.20.25.240,login,success,passed,JP-Tokyo,dev-2819,vpn user=chen.yu result=success
vpn-20260706-002078,2026-07-02T15:36:43+08:00,vpn-gw-01,svc_backup,192.0.2.173,10.20.25.225,logout,success,passed,CN-Beijing,dev-2603,vpn user=svc_backup result=success
vpn-20260706-010956,2026-07-02T15:37:09+08:00,vpn-gw-01,zhang.wei,192.0.2.205,10.20.25.137,logout,success,passed,CN-Shenzhen,dev-5903,vpn user=zhang.wei result=success
vpn-20260706-009270,2026-07-02T15:38:25+08:00,vpn-gw-01,svc_backup,203.0.113.27,10.20.25.24,login,success,passed,CN-Shenzhen,dev-1100,vpn user=svc_backup result=success
vpn-20260706-007629,2026-07-02T15:39:00+08:00,vpn-gw-01,liu.qiang,198.51.100.96,10.20.25.219,logout,success,passed,CN-Beijing,dev-1570,vpn user=liu.qiang result=success
vpn-20260706-008265,2026-07-02T15:39:08+08:00,vpn-gw-01,wang.mei,198.51.100.185,10.20.25.74,logout,success,passed,CN-Shanghai,dev-5350,vpn user=wang.mei result=success
vpn-20260706-003784,2026-07-02T15:40:36+08:00,vpn-gw-01,wang.mei,198.51.100.170,10.20.25.171,reauth,success,passed,SG-Singapore,dev-9515,vpn user=wang.mei result=success
vpn-20260706-010982,2026-07-02T15:40:39+08:00,vpn-gw-01,wang.mei,203.0.113.179,10.20.25.127,reauth,success,passed,CN-Shanghai,dev-5992,vpn user=wang.mei result=success
vpn-20260706-001395,2026-07-02T15:41:41+08:00,vpn-gw-01,chen.yu,203.0.113.97,10.20.25.25,login,success,passed,CN-Shenzhen,dev-7768,vpn user=chen.yu result=success
vpn-20260706-012445,2026-07-02T15:41:42+08:00,vpn-gw-01,wang.mei,198.51.100.113,10.20.25.27,logout,success,passed,CN-Shanghai,dev-9853,vpn user=wang.mei result=success
vpn-20260706-014492,2026-07-02T15:41:44+08:00,vpn-gw-01,svc_backup,192.0.2.186,10.20.25.117,logout,success,passed,JP-Tokyo,dev-4051,vpn user=svc_backup result=success
vpn-20260706-011343,2026-07-02T15:41:45+08:00,vpn-gw-01,liu.qiang,192.0.2.81,10.20.25.39,login,success,passed,CN-Beijing,dev-5407,vpn user=liu.qiang result=success
vpn-20260706-012466,2026-07-02T15:41:57+08:00,vpn-gw-01,svc_backup,203.0.113.98,10.20.25.114,reauth,success,passed,CN-Shanghai,dev-2751,vpn user=svc_backup result=success
vpn-20260706-015808,2026-07-02T15:42:50+08:00,vpn-gw-01,chen.yu,192.0.2.162,10.20.25.154,login,success,passed,CN-Hangzhou,dev-2807,vpn user=chen.yu result=success
vpn-20260706-014860,2026-07-02T15:43:21+08:00,vpn-gw-01,admin.li,192.0.2.149,10.20.25.177,logout,success,passed,CN-Shanghai,dev-6503,vpn user=admin.li result=success
vpn-20260706-005041,2026-07-02T15:44:04+08:00,vpn-gw-01,admin.li,203.0.113.222,10.20.25.231,login,success,passed,CN-Shenzhen,dev-3643,vpn user=admin.li result=success
vpn-20260706-001991,2026-07-02T15:44:24+08:00,vpn-gw-01,svc_backup,192.0.2.122,10.20.25.183,reauth,success,passed,JP-Tokyo,dev-3368,vpn user=svc_backup result=success
vpn-20260706-005930,2026-07-02T15:45:00+08:00,vpn-gw-01,chen.yu,192.0.2.76,10.20.25.45,logout,success,passed,SG-Singapore,dev-9931,vpn user=chen.yu result=success
vpn-20260706-015150,2026-07-02T15:45:18+08:00,vpn-gw-01,zhang.wei,198.51.100.54,10.20.25.137,logout,success,passed,CN-Beijing,dev-9798,vpn user=zhang.wei result=success
vpn-20260706-003409,2026-07-02T15:45:33+08:00,vpn-gw-01,svc_backup,198.51.100.215,10.20.25.211,reauth,success,passed,CN-Shanghai,dev-2331,vpn user=svc_backup result=success
vpn-20260706-001398,2026-07-02T15:45:51+08:00,vpn-gw-01,chen.yu,198.51.100.233,10.20.25.198,login,success,passed,CN-Hangzhou,dev-4384,vpn user=chen.yu result=success
vpn-20260706-006751,2026-07-02T15:46:37+08:00,vpn-gw-01,svc_backup,198.51.100.34,10.20.25.14,login,success,passed,SG-Singapore,dev-6852,vpn user=svc_backup result=success
vpn-20260706-013354,2026-07-02T15:47:27+08:00,vpn-gw-01,zhang.wei,192.0.2.121,10.20.25.87,logout,success,passed,JP-Tokyo,dev-6757,vpn user=zhang.wei result=success
vpn-20260706-014002,2026-07-02T15:47:52+08:00,vpn-gw-01,liu.qiang,198.51.100.82,10.20.25.60,logout,success,passed,SG-Singapore,dev-5592,vpn user=liu.qiang result=success
vpn-20260706-006773,2026-07-02T15:48:14+08:00,vpn-gw-01,wang.mei,192.0.2.41,10.20.25.50,reauth,success,passed,CN-Hangzhou,dev-7195,vpn user=wang.mei result=success
vpn-20260706-011435,2026-07-02T15:48:32+08:00,vpn-gw-01,wang.mei,203.0.113.76,10.20.25.22,logout,success,passed,JP-Tokyo,dev-3632,vpn user=wang.mei result=success
vpn-20260706-009968,2026-07-02T15:48:56+08:00,vpn-gw-01,chen.yu,192.0.2.203,10.20.25.224,login,success,passed,CN-Beijing,dev-8333,vpn user=chen.yu result=success
vpn-20260706-006478,2026-07-02T15:49:01+08:00,vpn-gw-01,admin.li,203.0.113.150,10.20.25.10,reauth,success,passed,CN-Hangzhou,dev-1142,vpn user=admin.li result=success
vpn-20260706-014114,2026-07-02T15:49:10+08:00,vpn-gw-01,liu.qiang,198.51.100.89,10.20.25.225,reauth,success,passed,CN-Shenzhen,dev-7822,vpn user=liu.qiang result=success
vpn-20260706-004788,2026-07-02T15:49:27+08:00,vpn-gw-01,chen.yu,192.0.2.116,10.20.25.112,logout,success,passed,CN-Shenzhen,dev-1787,vpn user=chen.yu result=success
vpn-20260706-001697,2026-07-02T15:49:36+08:00,vpn-gw-01,wang.mei,203.0.113.118,10.20.25.186,logout,success,passed,CN-Beijing,dev-7114,vpn user=wang.mei result=success
vpn-20260706-011227,2026-07-02T15:50:36+08:00,vpn-gw-01,admin.li,198.51.100.72,10.20.25.102,login,success,passed,SG-Singapore,dev-9188,vpn user=admin.li result=success
vpn-20260706-010192,2026-07-02T15:50:46+08:00,vpn-gw-01,liu.qiang,192.0.2.173,10.20.25.12,logout,success,passed,CN-Beijing,dev-3257,vpn user=liu.qiang result=success
vpn-20260706-004100,2026-07-02T15:52:24+08:00,vpn-gw-01,wang.mei,198.51.100.46,10.20.25.46,logout,success,passed,CN-Beijing,dev-6538,vpn user=wang.mei result=success
vpn-20260706-010527,2026-07-02T15:52:30+08:00,vpn-gw-01,admin.li,198.51.100.203,10.20.25.24,reauth,success,passed,JP-Tokyo,dev-8499,vpn user=admin.li result=success
vpn-20260706-004323,2026-07-02T15:53:08+08:00,vpn-gw-01,liu.qiang,198.51.100.117,,logout,failed,timeout,CN-Shanghai,dev-3543,vpn user=liu.qiang result=failed
vpn-20260706-009400,2026-07-02T15:53:20+08:00,vpn-gw-01,liu.qiang,203.0.113.84,10.20.25.140,reauth,success,passed,CN-Shanghai,dev-8010,vpn user=liu.qiang result=success
vpn-20260706-003075,2026-07-02T15:53:21+08:00,vpn-gw-01,admin.li,203.0.113.140,10.20.25.152,logout,success,passed,CN-Hangzhou,dev-3612,vpn user=admin.li result=success
vpn-20260706-004729,2026-07-02T15:53:23+08:00,vpn-gw-01,chen.yu,203.0.113.214,10.20.25.25,logout,success,passed,CN-Shenzhen,dev-3362,vpn user=chen.yu result=success
vpn-20260706-009559,2026-07-02T15:54:29+08:00,vpn-gw-01,wang.mei,203.0.113.184,10.20.25.210,logout,success,passed,CN-Beijing,dev-1872,vpn user=wang.mei result=success
vpn-20260706-012911,2026-07-02T15:54:30+08:00,vpn-gw-01,svc_backup,198.51.100.19,10.20.25.217,reauth,success,passed,CN-Shanghai,dev-7552,vpn user=svc_backup result=success
vpn-20260706-013410,2026-07-02T15:55:01+08:00,vpn-gw-01,svc_backup,198.51.100.137,10.20.25.21,reauth,success,passed,CN-Hangzhou,dev-9412,vpn user=svc_backup result=success
vpn-20260706-007456,2026-07-02T15:56:04+08:00,vpn-gw-01,chen.yu,198.51.100.219,10.20.25.212,logout,success,passed,JP-Tokyo,dev-9177,vpn user=chen.yu result=success
vpn-20260706-005774,2026-07-02T15:57:05+08:00,vpn-gw-01,zhang.wei,198.51.100.167,10.20.25.156,reauth,success,passed,CN-Shenzhen,dev-2639,vpn user=zhang.wei result=success
vpn-20260706-002873,2026-07-02T15:57:29+08:00,vpn-gw-01,svc_backup,198.51.100.38,10.20.25.127,logout,success,passed,CN-Shenzhen,dev-6191,vpn user=svc_backup result=success
