event_id,timestamp,scanner,target_ip,plugin_id,severity,title,result,raw
vuln-20260706-011820,2026-07-02T00:24:16+08:00,10.20.90.21,10.20.10.22,26236,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-001707,2026-07-02T00:24:17+08:00,10.20.90.21,10.20.30.21,57094,low,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-005134,2026-07-02T00:24:17+08:00,10.20.90.21,10.20.60.21,49515,low,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-005681,2026-07-02T00:24:17+08:00,10.20.90.21,10.20.60.21,76387,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-010043,2026-07-02T00:24:17+08:00,10.20.90.21,10.20.60.21,86668,info,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-003767,2026-07-02T00:24:19+08:00,10.20.90.21,10.20.10.21,63162,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-004801,2026-07-02T00:24:19+08:00,10.20.90.21,10.20.30.21,89182,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-005474,2026-07-02T00:24:19+08:00,10.20.90.21,10.20.30.21,86189,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-011179,2026-07-02T00:24:19+08:00,10.20.90.21,10.20.10.22,72079,info,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-011572,2026-07-02T00:24:19+08:00,10.20.90.21,10.20.30.21,81252,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-012017,2026-07-02T00:24:19+08:00,10.20.90.21,10.20.10.22,16453,low,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-001853,2026-07-02T00:24:20+08:00,10.20.90.21,10.20.10.22,50188,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-002449,2026-07-02T00:24:20+08:00,10.20.90.21,10.20.60.21,61231,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-004774,2026-07-02T00:24:20+08:00,10.20.90.21,10.20.10.21,62826,low,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-005091,2026-07-02T00:24:20+08:00,10.20.90.21,10.20.10.21,28391,low,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-008801,2026-07-02T00:24:20+08:00,10.20.90.21,10.20.10.22,68710,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-009446,2026-07-02T00:24:20+08:00,10.20.90.21,10.20.10.21,19425,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-010435,2026-07-02T00:24:20+08:00,10.20.90.21,10.20.60.21,76951,low,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-005079,2026-07-02T00:24:21+08:00,10.20.90.21,10.20.30.21,62790,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-012327,2026-07-02T00:24:21+08:00,10.20.90.21,10.20.10.21,90660,info,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-012694,2026-07-02T00:24:21+08:00,10.20.90.21,10.20.10.22,97491,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-013573,2026-07-02T00:24:21+08:00,10.20.90.21,10.20.10.22,96834,info,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-014003,2026-07-02T00:24:21+08:00,10.20.90.21,10.20.30.21,78932,low,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-014635,2026-07-02T00:24:21+08:00,10.20.90.21,10.20.30.21,99322,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-001987,2026-07-02T00:24:22+08:00,10.20.90.21,10.20.10.22,30613,low,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-010191,2026-07-02T00:24:22+08:00,10.20.90.21,10.20.30.21,74507,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-011445,2026-07-02T00:24:22+08:00,10.20.90.21,10.20.10.22,54005,low,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-013060,2026-07-02T00:24:22+08:00,10.20.90.21,10.20.10.21,68840,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-013927,2026-07-02T00:24:22+08:00,10.20.90.21,10.20.10.21,97531,info,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-015002,2026-07-02T00:24:22+08:00,10.20.90.21,10.20.60.21,95908,low,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-000294,2026-07-02T00:24:23+08:00,10.20.90.21,10.20.10.21,33058,low,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-001001,2026-07-02T00:24:23+08:00,10.20.90.21,10.20.10.21,42322,low,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-001047,2026-07-02T00:24:23+08:00,10.20.90.21,10.20.60.21,99801,low,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-001382,2026-07-02T00:24:23+08:00,10.20.90.21,10.20.30.21,35119,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-002232,2026-07-02T00:24:23+08:00,10.20.90.21,10.20.10.21,21073,low,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-004699,2026-07-02T00:24:23+08:00,10.20.90.21,10.20.10.21,37704,info,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-007167,2026-07-02T00:24:23+08:00,10.20.90.21,10.20.30.21,69527,info,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-009215,2026-07-02T00:24:23+08:00,10.20.90.21,10.20.60.21,81185,info,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-012823,2026-07-02T00:24:23+08:00,10.20.90.21,10.20.10.22,27460,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-015041,2026-07-02T00:24:23+08:00,10.20.90.21,10.20.30.21,13411,info,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-015525,2026-07-02T00:24:23+08:00,10.20.90.21,10.20.60.21,41471,info,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-000229,2026-07-02T00:24:24+08:00,10.20.90.21,10.20.10.21,23174,low,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-001467,2026-07-02T00:24:24+08:00,10.20.90.21,10.20.10.21,13193,low,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-010389,2026-07-02T00:24:24+08:00,10.20.90.21,10.20.60.21,74955,low,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-003445,2026-07-02T00:24:25+08:00,10.20.90.21,10.20.30.21,29401,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-003781,2026-07-02T00:24:25+08:00,10.20.90.21,10.20.10.22,79790,low,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-007122,2026-07-02T00:24:25+08:00,10.20.90.21,10.20.60.21,72723,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-007566,2026-07-02T00:24:25+08:00,10.20.90.21,10.20.60.21,89396,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-009581,2026-07-02T00:24:25+08:00,10.20.90.21,10.20.10.21,38526,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-011752,2026-07-02T00:24:25+08:00,10.20.90.21,10.20.10.21,24171,low,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-013589,2026-07-02T00:24:25+08:00,10.20.90.21,10.20.10.22,68486,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-014379,2026-07-02T00:24:25+08:00,10.20.90.21,10.20.60.21,35706,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-014093,2026-07-02T00:24:26+08:00,10.20.90.21,10.20.10.21,73721,low,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-015672,2026-07-02T00:24:26+08:00,10.20.90.21,10.20.10.22,22366,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-004663,2026-07-02T00:24:27+08:00,10.20.90.21,10.20.10.21,34437,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-007619,2026-07-02T00:24:27+08:00,10.20.90.21,10.20.30.21,77063,info,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-012242,2026-07-02T00:24:27+08:00,10.20.90.21,10.20.10.22,49363,info,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-014308,2026-07-02T00:24:27+08:00,10.20.90.21,10.20.10.21,10431,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-002881,2026-07-02T00:24:28+08:00,10.20.90.21,10.20.60.21,68228,low,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-003067,2026-07-02T00:24:28+08:00,10.20.90.21,10.20.30.21,82978,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-005674,2026-07-02T00:24:28+08:00,10.20.90.21,10.20.60.21,51379,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-006980,2026-07-02T00:24:28+08:00,10.20.90.21,10.20.30.21,48341,low,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-008749,2026-07-02T00:24:28+08:00,10.20.90.21,10.20.30.21,65594,low,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-012355,2026-07-02T00:24:28+08:00,10.20.90.21,10.20.10.22,89978,low,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-002387,2026-07-02T00:24:29+08:00,10.20.90.21,10.20.10.21,54562,info,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-009866,2026-07-02T00:24:29+08:00,10.20.90.21,10.20.60.21,17414,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-010824,2026-07-02T00:24:29+08:00,10.20.90.21,10.20.30.21,44203,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-010916,2026-07-02T00:24:29+08:00,10.20.90.21,10.20.10.22,12002,low,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-011616,2026-07-02T00:24:29+08:00,10.20.90.21,10.20.10.22,79121,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-000957,2026-07-02T00:24:30+08:00,10.20.90.21,10.20.60.21,97072,info,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-003221,2026-07-02T00:24:30+08:00,10.20.90.21,10.20.10.21,95272,info,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-006274,2026-07-02T00:24:30+08:00,10.20.90.21,10.20.10.22,84979,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-010122,2026-07-02T00:24:30+08:00,10.20.90.21,10.20.60.21,90813,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-010473,2026-07-02T00:24:30+08:00,10.20.90.21,10.20.60.21,24820,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-011031,2026-07-02T00:24:30+08:00,10.20.90.21,10.20.10.21,74194,low,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-012600,2026-07-02T00:24:30+08:00,10.20.90.21,10.20.60.21,54627,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-014300,2026-07-02T00:24:30+08:00,10.20.90.21,10.20.10.22,54596,low,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-003043,2026-07-02T00:24:31+08:00,10.20.90.21,10.20.10.22,50956,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-004266,2026-07-02T00:24:31+08:00,10.20.90.21,10.20.10.21,34964,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-004991,2026-07-02T00:24:31+08:00,10.20.90.21,10.20.60.21,24206,low,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-005636,2026-07-02T00:24:31+08:00,10.20.90.21,10.20.10.22,43802,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-009499,2026-07-02T00:24:31+08:00,10.20.90.21,10.20.10.21,91862,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-000367,2026-07-02T00:24:32+08:00,10.20.90.21,10.20.30.21,57186,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-004371,2026-07-02T00:24:32+08:00,10.20.90.21,10.20.10.21,36091,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-007604,2026-07-02T00:24:32+08:00,10.20.90.21,10.20.10.21,42958,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-011918,2026-07-02T00:24:32+08:00,10.20.90.21,10.20.10.21,59025,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-013385,2026-07-02T00:24:32+08:00,10.20.90.21,10.20.10.22,46749,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-014450,2026-07-02T00:24:32+08:00,10.20.90.21,10.20.10.22,79245,low,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-002764,2026-07-02T00:24:33+08:00,10.20.90.21,10.20.30.21,70635,info,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-003780,2026-07-02T00:24:33+08:00,10.20.90.21,10.20.30.21,94596,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-006028,2026-07-02T00:24:33+08:00,10.20.90.21,10.20.10.22,49218,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-009857,2026-07-02T00:24:33+08:00,10.20.90.21,10.20.10.22,90199,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-011124,2026-07-02T00:24:33+08:00,10.20.90.21,10.20.10.22,51896,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-002378,2026-07-02T00:24:34+08:00,10.20.90.21,10.20.10.22,68926,info,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-004361,2026-07-02T00:24:34+08:00,10.20.90.21,10.20.10.22,52109,info,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-007222,2026-07-02T00:24:34+08:00,10.20.90.21,10.20.60.21,70743,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-010456,2026-07-02T00:24:34+08:00,10.20.90.21,10.20.10.21,69645,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-012003,2026-07-02T00:24:34+08:00,10.20.90.21,10.20.30.21,19351,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-014686,2026-07-02T00:24:34+08:00,10.20.90.21,10.20.60.21,23268,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-008914,2026-07-02T00:24:35+08:00,10.20.90.21,10.20.60.21,37129,low,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-010696,2026-07-02T00:24:35+08:00,10.20.90.21,10.20.60.21,55160,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-013341,2026-07-02T00:24:35+08:00,10.20.90.21,10.20.10.22,91994,low,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-015258,2026-07-02T00:24:35+08:00,10.20.90.21,10.20.30.21,14839,info,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-013523,2026-07-02T00:24:36+08:00,10.20.90.21,10.20.10.21,78347,info,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-005024,2026-07-02T00:24:37+08:00,10.20.90.21,10.20.10.21,21485,low,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-000780,2026-07-02T00:24:39+08:00,10.20.90.21,10.20.10.22,23585,low,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-006960,2026-07-02T00:24:39+08:00,10.20.90.21,10.20.60.21,80590,low,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-010551,2026-07-02T00:24:39+08:00,10.20.90.21,10.20.10.22,88748,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-011137,2026-07-02T00:24:39+08:00,10.20.90.21,10.20.10.22,57524,info,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-011723,2026-07-02T00:24:39+08:00,10.20.90.21,10.20.10.21,57179,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-000901,2026-07-02T00:24:40+08:00,10.20.90.21,10.20.30.21,58097,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-006531,2026-07-02T00:24:40+08:00,10.20.90.21,10.20.30.21,62454,info,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-007142,2026-07-02T00:24:40+08:00,10.20.90.21,10.20.60.21,53718,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-013911,2026-07-02T00:24:40+08:00,10.20.90.21,10.20.10.21,47486,low,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-004020,2026-07-02T00:24:41+08:00,10.20.90.21,10.20.10.22,70333,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-012236,2026-07-02T00:24:41+08:00,10.20.90.21,10.20.60.21,27901,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-014332,2026-07-02T00:24:41+08:00,10.20.90.21,10.20.30.21,61834,info,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-015453,2026-07-02T00:24:41+08:00,10.20.90.21,10.20.30.21,22306,low,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-003683,2026-07-02T00:24:42+08:00,10.20.90.21,10.20.10.21,71453,info,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-005298,2026-07-02T00:24:42+08:00,10.20.90.21,10.20.30.21,54238,low,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-010684,2026-07-02T00:24:42+08:00,10.20.90.21,10.20.10.22,72290,low,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-011334,2026-07-02T00:24:42+08:00,10.20.90.21,10.20.30.21,82188,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-011415,2026-07-02T00:24:42+08:00,10.20.90.21,10.20.10.21,28310,info,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-001869,2026-07-02T00:24:43+08:00,10.20.90.21,10.20.30.21,44828,low,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-009518,2026-07-02T00:24:43+08:00,10.20.90.21,10.20.10.22,49462,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-010588,2026-07-02T00:24:43+08:00,10.20.90.21,10.20.30.21,93175,info,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-011269,2026-07-02T00:24:43+08:00,10.20.90.21,10.20.10.21,86764,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-011019,2026-07-02T00:24:44+08:00,10.20.90.21,10.20.10.22,81510,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-011149,2026-07-02T00:24:44+08:00,10.20.90.21,10.20.30.21,32287,low,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-012585,2026-07-02T00:24:44+08:00,10.20.90.21,10.20.30.21,66767,medium,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-014488,2026-07-02T00:24:44+08:00,10.20.90.21,10.20.10.22,59635,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-015221,2026-07-02T00:24:44+08:00,10.20.90.21,10.20.10.22,49634,low,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-015966,2026-07-02T00:24:44+08:00,10.20.90.21,10.20.10.21,16267,low,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-004396,2026-07-02T00:24:45+08:00,10.20.90.21,10.20.10.21,73327,info,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-004521,2026-07-02T00:24:45+08:00,10.20.90.21,10.20.10.21,54603,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-005173,2026-07-02T00:24:45+08:00,10.20.90.21,10.20.30.21,11345,low,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-008668,2026-07-02T00:24:45+08:00,10.20.90.21,10.20.10.22,78558,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-011958,2026-07-02T00:24:45+08:00,10.20.90.21,10.20.10.22,48808,low,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-008845,2026-07-02T00:24:46+08:00,10.20.90.21,10.20.60.21,95734,info,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-014134,2026-07-02T00:24:46+08:00,10.20.90.21,10.20.60.21,61874,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-005180,2026-07-02T00:24:47+08:00,10.20.90.21,10.20.10.22,94369,low,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-007226,2026-07-02T00:24:47+08:00,10.20.90.21,10.20.10.21,24339,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-013054,2026-07-02T00:24:47+08:00,10.20.90.21,10.20.10.22,73276,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-014333,2026-07-02T00:24:47+08:00,10.20.90.21,10.20.10.22,19637,low,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-015763,2026-07-02T00:24:47+08:00,10.20.90.21,10.20.60.21,94149,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-002413,2026-07-02T00:24:48+08:00,10.20.90.21,10.20.60.21,15202,info,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-008302,2026-07-02T00:24:48+08:00,10.20.90.21,10.20.10.21,30613,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-009588,2026-07-02T00:24:48+08:00,10.20.90.21,10.20.60.21,86032,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-010053,2026-07-02T00:24:48+08:00,10.20.90.21,10.20.60.21,69861,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-011324,2026-07-02T00:24:48+08:00,10.20.90.21,10.20.30.21,93194,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-014530,2026-07-02T00:24:48+08:00,10.20.90.21,10.20.10.21,85766,low,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-005950,2026-07-02T00:24:49+08:00,10.20.90.21,10.20.10.22,45066,low,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-013343,2026-07-02T00:24:49+08:00,10.20.90.21,10.20.30.21,85196,low,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-003396,2026-07-02T00:24:50+08:00,10.20.90.21,10.20.10.21,93233,info,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-005796,2026-07-02T00:24:50+08:00,10.20.90.21,10.20.10.22,98048,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-007404,2026-07-02T00:24:50+08:00,10.20.90.21,10.20.60.21,67975,info,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-005992,2026-07-02T00:24:52+08:00,10.20.90.21,10.20.10.21,45344,low,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-008076,2026-07-02T00:24:52+08:00,10.20.90.21,10.20.10.21,98869,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-010858,2026-07-02T00:24:52+08:00,10.20.90.21,10.20.60.21,76247,low,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-011670,2026-07-02T00:24:52+08:00,10.20.90.21,10.20.10.22,31376,low,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-013565,2026-07-02T00:24:52+08:00,10.20.90.21,10.20.10.21,34596,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-015273,2026-07-02T00:24:52+08:00,10.20.90.21,10.20.30.21,33389,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-004069,2026-07-02T00:24:53+08:00,10.20.90.21,10.20.10.22,58828,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-006146,2026-07-02T00:24:53+08:00,10.20.90.21,10.20.60.21,45560,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-008439,2026-07-02T00:24:53+08:00,10.20.90.21,10.20.10.21,76001,low,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-012167,2026-07-02T00:24:53+08:00,10.20.90.21,10.20.10.21,56680,info,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-013868,2026-07-02T00:24:53+08:00,10.20.90.21,10.20.10.21,52710,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-015073,2026-07-02T00:24:53+08:00,10.20.90.21,10.20.60.21,28340,info,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-014244,2026-07-02T00:24:54+08:00,10.20.90.21,10.20.10.22,99999,info,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-006298,2026-07-02T00:24:55+08:00,10.20.90.21,10.20.10.22,70087,info,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-006988,2026-07-02T00:24:55+08:00,10.20.90.21,10.20.10.21,44502,info,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-008356,2026-07-02T00:24:55+08:00,10.20.90.21,10.20.30.21,47270,info,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-011148,2026-07-02T00:24:55+08:00,10.20.90.21,10.20.10.22,86433,medium,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-015387,2026-07-02T00:24:55+08:00,10.20.90.21,10.20.30.21,91466,info,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-000337,2026-07-02T00:24:56+08:00,10.20.90.21,10.20.10.22,88839,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-001135,2026-07-02T00:24:56+08:00,10.20.90.21,10.20.10.22,25242,low,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-005377,2026-07-02T00:24:56+08:00,10.20.90.21,10.20.30.21,16430,info,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-011561,2026-07-02T00:24:56+08:00,10.20.90.21,10.20.60.21,96742,medium,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-007067,2026-07-02T00:24:57+08:00,10.20.90.21,10.20.60.21,77858,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-008540,2026-07-02T00:24:57+08:00,10.20.90.21,10.20.10.22,37582,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-011456,2026-07-02T00:24:57+08:00,10.20.90.21,10.20.10.22,72733,info,OpenSSH banner,detected,scheduled vulnerability scan
vuln-20260706-000449,2026-07-02T00:24:58+08:00,10.20.90.21,10.20.10.21,54438,low,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-002516,2026-07-02T00:24:58+08:00,10.20.90.21,10.20.10.22,69351,low,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-009296,2026-07-02T00:24:58+08:00,10.20.90.21,10.20.60.21,48204,info,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-013173,2026-07-02T00:24:58+08:00,10.20.90.21,10.20.60.21,67681,medium,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-015013,2026-07-02T00:24:58+08:00,10.20.90.21,10.20.10.21,19695,info,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-000153,2026-07-02T00:24:59+08:00,10.20.90.21,10.20.10.21,52352,low,Apache version disclosure,detected,scheduled vulnerability scan
vuln-20260706-004907,2026-07-02T00:24:59+08:00,10.20.90.21,10.20.30.21,27652,medium,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-006421,2026-07-02T00:24:59+08:00,10.20.90.21,10.20.60.21,40821,low,Missing security header,detected,scheduled vulnerability scan
vuln-20260706-006651,2026-07-02T00:24:59+08:00,10.20.90.21,10.20.60.21,42485,low,Nginx default page,detected,scheduled vulnerability scan
vuln-20260706-008217,2026-07-02T00:24:59+08:00,10.20.90.21,10.20.10.22,11920,info,TLS weak cipher,detected,scheduled vulnerability scan
vuln-20260706-010001,2026-07-02T00:24:59+08:00,10.20.90.21,10.20.10.21,67571,medium,TLS weak cipher,detected,scheduled vulnerability scan
